UID,Top_1_JID,Top_1_Raiting,Top_10_Recomendations
4801,27,5.559114796916895,"[27, 61, 35, 48, 54, 40, 39, 42, 22, 28]"
600,89,3.9933321790793337,"[89, 91, 27, 86, 94, 93, 96, 88, 92, 95]"
10269,54,6.562171726555522,"[54, 49, 34, 89, 56, 27, 93, 76, 22, 72]"
8242,27,6.572521777981269,"[27, 62, 89, 72, 100, 81, 83, 68, 91, 93]"
3386,29,1.8881912950164987,"[29, 83, 94, 81, 91, 86, 98, 72, 56, 95]"
20847,83,6.438966399743899,"[83, 50, 72, 89, 73, 78, 93, 85, 54, 76]"
3134,89,1.5505798046760522,"[89, 93, 72, 81, 76, 83, 56, 88, 87, 92]"
24579,14,6.133786079634433,"[14, 35, 62, 19, 31, 20, 52, 91, 95, 99]"
2086,27,3.394173924181941,"[27, 57, 22, 34, 16, 11, 59, 3, 50, 44]"
23729,50,6.32270841207866,"[50, 32, 14, 11, 45, 38, 98, 28, 41, 9]"
12390,54,6.52126035532695,"[54, 21, 53, 68, 69, 35, 11, 34, 99, 73]"
13609,50,5.623295471461109,"[50, 26, 98, 39, 83, 35, 72, 81, 22, 76]"
24678,50,1.2880565982439944,"[50, 8, 2, 55, 3, 34, 72, 39, 83, 89]"
20620,6,7.5150806674287445,"[6, 10, 41, 39, 66, 31, 42, 85, 2, 60]"
11710,53,2.2570913765616067,"[53, 36, 70, 72, 66, 14, 98, 81, 10, 88]"
15822,29,4.067497493850958,"[29, 81, 65, 66, 83, 89, 72, 93, 76, 100]"
14837,50,3.7302915202677713,"[50, 55, 22, 49, 31, 66, 21, 64, 86, 83]"
8180,50,5.66241554610754,"[50, 69, 72, 100, 70, 80, 76, 98, 83, 89]"
18654,93,6.439715488856056,"[93, 84, 76, 83, 47, 96, 73, 81, 97, 27]"
11304,29,4.474550167210905,"[29, 98, 83, 49, 81, 72, 69, 76, 100, 89]"
18695,83,4.9083962983350355,"[83, 42, 72, 78, 53, 61, 98, 73, 89, 100]"
18896,50,4.838034208989745,"[50, 22, 81, 42, 34, 46, 83, 55, 54, 14]"
16054,48,3.963575419068187,"[48, 93, 81, 87, 54, 76, 12, 46, 45, 21]"
20895,53,4.379986007504073,"[53, 34, 14, 22, 81, 72, 100, 12, 83, 88]"
6639,91,-0.1201789626734987,"[91, 22, 98, 8, 1, 83, 42, 81, 97, 72]"
803,76,7.932154726926137,"[76, 65, 72, 56, 14, 83, 87, 32, 73, 80]"
18187,96,6.274994362542984,"[96, 94, 95, 86, 89, 90, 63, 57, 9, 92]"
18570,72,1.2023470602534911,"[72, 89, 93, 76, 32, 83, 53, 48, 69, 98]"
6172,27,6.90928345579748,"[27, 21, 53, 49, 32, 65, 56, 93, 72, 89]"
10722,89,0.9242951189986977,"[89, 68, 72, 93, 88, 76, 65, 91, 81, 48]"
1055,72,3.7941165458347266,"[72, 27, 50, 76, 42, 89, 73, 78, 83, 80]"
18272,54,2.7931765897830942,"[54, 21, 14, 31, 81, 72, 83, 89, 76, 56]"
13681,46,3.728212120359686,"[46, 97, 89, 10, 47, 53, 93, 1, 88, 76]"
19463,83,3.6743364861253616,"[83, 29, 72, 98, 76, 21, 42, 89, 35, 93]"
17233,89,0.5133024438672739,"[89, 62, 50, 72, 93, 69, 76, 65, 83, 96]"
22211,94,7.297609317334912,"[94, 86, 89, 91, 93, 28, 32, 96, 95, 97]"
5534,56,5.5350286077500765,"[56, 53, 66, 46, 38, 12, 11, 91, 93, 72]"
7857,21,8.164216276084824,"[21, 72, 93, 70, 34, 49, 97, 62, 92, 53]"
17066,86,3.2569288821361586,"[86, 94, 57, 97, 3, 82, 24, 95, 96, 90]"
4563,32,4.687916150092709,"[32, 69, 31, 89, 61, 12, 88, 19, 47, 97]"
11345,89,5.3641448869717365,"[89, 81, 78, 83, 72, 91, 80, 54, 53, 84]"
16596,54,3.2735827517919542,"[54, 36, 89, 93, 42, 91, 72, 56, 83, 10]"
11730,50,1.7911307972993122,"[50, 89, 72, 32, 88, 29, 78, 83, 76, 87]"
9456,97,6.043290701150531,"[97, 88, 86, 67, 28, 10, 22, 98, 56, 6]"
24555,49,5.881194738542144,"[49, 29, 89, 48, 1, 93, 47, 88, 60, 91]"
22735,68,6.090514006858113,"[68, 50, 93, 63, 97, 92, 84, 87, 56, 6]"
1305,94,1.408915491102479,"[94, 77, 86, 91, 93, 89, 62, 72, 83, 96]"
2002,29,4.700743765256371,"[29, 91, 81, 89, 88, 14, 93, 76, 31, 72]"
21270,68,4.73522129378307,"[68, 32, 89, 72, 54, 28, 78, 93, 80, 83]"
3030,9,6.180790515286581,"[9, 89, 3, 65, 91, 11, 46, 88, 93, 66]"
21814,5,5.238090209461672,"[5, 32, 69, 53, 81, 10, 45, 83, 64, 72]"
15934,37,4.047577144118074,"[37, 29, 69, 81, 86, 24, 23, 88, 66, 4]"
8294,73,4.734711872740154,"[73, 77, 100, 21, 52, 98, 56, 51, 46, 25]"
13140,94,6.259802608354569,"[94, 21, 55, 73, 26, 22, 86, 79, 11, 31]"
5396,32,6.569983988125488,"[32, 36, 65, 2, 40, 89, 1, 14, 97, 81]"
11061,87,4.128258513836237,"[87, 83, 35, 11, 96, 36, 93, 69, 76, 70]"
1631,72,1.3178591886199866,"[72, 89, 62, 81, 93, 76, 1, 91, 88, 97]"
20459,3,4.514379386303273,"[3, 81, 35, 34, 33, 80, 78, 76, 25, 73]"
5099,68,7.284276434734876,"[68, 49, 89, 81, 65, 26, 88, 32, 38, 29]"
24230,100,6.066730442548241,"[100, 14, 98, 35, 27, 81, 83, 42, 52, 72]"
10737,72,3.238080953010276,"[72, 89, 66, 93, 96, 76, 28, 80, 78, 49]"
18848,89,-3.8103870213784194,"[89, 94, 95, 10, 96, 44, 76, 27, 55, 60]"
22031,31,3.8419593481603433,"[31, 72, 32, 12, 89, 69, 68, 78, 83, 80]"
17912,2,0.7688736563553313,"[2, 29, 36, 76, 53, 72, 69, 46, 81, 35]"
17656,12,6.505884992097788,"[12, 80, 14, 100, 42, 73, 89, 70, 85, 78]"
23383,2,8.292133406293324,"[2, 25, 22, 81, 21, 35, 85, 72, 98, 12]"
8169,27,2.9046975559979087,"[27, 11, 78, 76, 32, 12, 92, 66, 54, 77]"
11466,61,2.315843274047881,"[61, 100, 66, 69, 6, 93, 52, 53, 88, 29]"
24698,89,3.474918461957898,"[89, 32, 48, 73, 72, 80, 84, 78, 97, 93]"
8509,29,3.6191428072312486,"[29, 35, 83, 53, 81, 72, 89, 7, 56, 76]"
3204,29,2.676489241936923,"[29, 2, 69, 66, 27, 48, 22, 10, 34, 47]"
22784,1,-0.3254777343604351,"[1, 9, 55, 70, 91, 87, 89, 30, 77, 64]"
22798,31,0.23370987539534138,"[31, 42, 69, 14, 54, 46, 75, 55, 48, 52]"
13393,36,5.513718007950278,"[36, 21, 54, 89, 100, 72, 81, 42, 80, 93]"
10805,62,2.2558620930749296,"[62, 97, 95, 93, 72, 31, 40, 78, 38, 46]"
10535,76,-1.076929322185661,"[76, 72, 87, 32, 35, 94, 91, 88, 86, 89]"
6290,81,4.321830344872856,"[81, 83, 72, 31, 22, 12, 40, 87, 25, 76]"
495,19,0.7892868349280715,"[19, 35, 32, 66, 78, 22, 13, 15, 58, 23]"
16057,18,2.2451201450436686,"[18, 93, 49, 87, 28, 61, 47, 81, 60, 44]"
22696,35,4.034577529946826,"[35, 54, 62, 21, 27, 22, 89, 31, 42, 91]"
11949,68,4.321838259738541,"[68, 32, 50, 93, 76, 72, 61, 96, 63, 91]"
11988,50,1.782668523246271,"[50, 29, 83, 65, 89, 94, 72, 87, 76, 81]"
11487,100,6.629617149574157,"[100, 29, 27, 98, 83, 80, 72, 73, 76, 12]"
24674,89,6.782827468569347,"[89, 72, 93, 36, 47, 80, 66, 69, 83, 78]"
4674,38,4.826587423822154,"[38, 1, 35, 23, 45, 43, 44, 40, 56, 25]"
6811,32,5.3544065351299786,"[32, 42, 69, 65, 62, 89, 12, 26, 14, 46]"
23025,89,-0.42948301654946275,"[89, 93, 72, 76, 91, 83, 96, 94, 97, 86]"
23948,89,0.9751210038069553,"[89, 72, 54, 45, 94, 62, 86, 88, 93, 78]"
19905,1,6.879337170345943,"[1, 81, 76, 31, 73, 10, 75, 80, 11, 12]"
17465,79,4.947797378466718,"[79, 65, 42, 51, 93, 31, 36, 53, 30, 49]"
4227,68,1.691074032275218,"[68, 76, 54, 42, 89, 56, 31, 93, 6, 45]"
11361,21,7.638525910385644,"[21, 42, 83, 80, 56, 52, 72, 81, 73, 22]"
1899,28,3.6126263369604867,"[28, 50, 61, 82, 6, 38, 55, 91, 18, 59]"
8935,72,1.1441021240903164,"[72, 83, 65, 98, 76, 97, 21, 89, 70, 29]"
5103,89,4.481585012314158,"[89, 50, 83, 72, 76, 78, 36, 93, 100, 53]"
2413,50,6.716705994835354,"[50, 29, 14, 83, 32, 80, 72, 61, 100, 56]"
17478,65,2.0599465063454963,"[65, 98, 29, 72, 83, 81, 42, 76, 100, 89]"
3413,19,2.725616942451353,"[19, 89, 47, 93, 72, 76, 78, 36, 77, 92]"
8388,35,-2.6059768523939844,"[35, 91, 83, 86, 60, 44, 64, 94, 89, 3]"
491,65,5.118587214734928,"[65, 35, 73, 79, 19, 36, 50, 39, 42, 31]"
1896,1,1.2461713023501666,"[1, 81, 53, 32, 10, 89, 93, 83, 98, 72]"
3284,89,3.486641035085948,"[89, 35, 78, 93, 72, 84, 83, 88, 77, 80]"
5673,31,2.94668642626016,"[31, 32, 42, 34, 6, 5, 97, 63, 3, 8]"
1433,89,3.065723526869615,"[89, 91, 78, 83, 27, 72, 93, 82, 88, 90]"
17999,49,4.590721796025397,"[49, 35, 62, 69, 31, 28, 47, 1, 97, 84]"
16193,87,1.9055634201912488,"[87, 2, 53, 49, 56, 54, 13, 34, 22, 26]"
24781,50,1.9894405530755195,"[50, 83, 89, 62, 72, 93, 98, 42, 91, 54]"
11536,65,3.404889396635768,"[65, 66, 62, 12, 48, 25, 23, 73, 86, 79]"
16000,1,4.989022765573331,"[1, 81, 100, 48, 88, 21, 36, 3, 91, 89]"
16919,54,2.0424311331348814,"[54, 29, 47, 14, 35, 36, 72, 56, 88, 63]"
12519,12,8.536197320611521,"[12, 34, 42, 14, 61, 72, 80, 47, 49, 73]"
15963,62,4.346576910025553,"[62, 48, 54, 29, 1, 90, 9, 96, 82, 43]"
14659,94,3.3540144800292326,"[94, 86, 64, 91, 97, 67, 18, 95, 89, 16]"
24214,100,4.588074467062064,"[100, 67, 55, 80, 85, 73, 78, 22, 5, 70]"
97,32,4.369162013699489,"[32, 29, 54, 1, 35, 62, 87, 68, 43, 6]"
14084,2,0.630038889472871,"[2, 78, 89, 66, 50, 68, 73, 100, 80, 30]"
9963,89,4.017323555779623,"[89, 93, 88, 68, 72, 76, 83, 78, 94, 92]"
15514,36,2.5066786500354743,"[36, 66, 91, 8, 12, 48, 98, 97, 40, 96]"
59,53,-0.021267380958082116,"[53, 35, 76, 66, 83, 93, 7, 82, 81, 55]"
7199,35,3.5728636954367046,"[35, 38, 56, 49, 81, 93, 88, 72, 11, 87]"
19424,27,0.709538434078407,"[27, 69, 66, 34, 22, 12, 56, 81, 89, 21]"
1907,62,4.209334549392788,"[62, 68, 32, 66, 48, 1, 76, 3, 88, 42]"
6664,21,7.0045780477377235,"[21, 32, 39, 11, 12, 22, 1, 80, 93, 78]"
14509,29,2.7043793739728983,"[29, 35, 40, 11, 21, 65, 34, 46, 83, 69]"
21721,89,4.168054563015755,"[89, 19, 72, 50, 78, 93, 92, 83, 87, 79]"
23950,89,3.138882624494091,"[89, 88, 91, 10, 94, 72, 93, 76, 97, 86]"
4137,89,3.6428447522329748,"[89, 93, 32, 38, 54, 68, 36, 41, 44, 45]"
16102,89,2.4315365545650245,"[89, 72, 76, 78, 1, 93, 35, 88, 83, 81]"
22668,1,2.516430154183311,"[1, 2, 89, 10, 72, 83, 11, 3, 22, 76]"
20885,90,8.880603573303198,"[90, 82, 48, 28, 84, 47, 80, 76, 94, 74]"
18280,73,7.573104160956623,"[73, 11, 21, 79, 87, 69, 48, 98, 91, 29]"
15056,72,6.41817203626822,"[72, 76, 81, 89, 93, 21, 83, 31, 98, 88]"
18635,47,3.114701713725922,"[47, 70, 93, 65, 9, 22, 56, 29, 10, 1]"
13264,70,4.564505971495575,"[70, 50, 81, 22, 88, 39, 76, 56, 68, 95]"
8805,65,0.6558405980972652,"[65, 14, 81, 83, 76, 72, 34, 46, 36, 89]"
8932,35,2.270716021491137,"[35, 15, 56, 81, 89, 100, 72, 88, 97, 93]"
21243,89,3.506795042865327,"[89, 62, 68, 28, 94, 93, 86, 91, 95, 97]"
6545,27,-0.7668572468887,"[27, 98, 72, 83, 76, 81, 87, 78, 93, 96]"
17543,38,7.9535947182566,"[38, 47, 90, 70, 88, 94, 84, 11, 39, 67]"
24421,29,5.492446359749669,"[29, 1, 88, 32, 94, 60, 89, 81, 86, 23]"
2958,3,5.13593599741358,"[3, 1, 49, 9, 31, 32, 48, 59, 62, 89]"
23792,53,3.8932544363136845,"[53, 21, 35, 14, 66, 62, 88, 31, 97, 39]"
14795,89,2.0682343456909846,"[89, 91, 94, 77, 67, 92, 62, 86, 76, 96]"
13213,87,3.1833983757773017,"[87, 35, 36, 27, 69, 3, 45, 65, 32, 56]"
21925,81,7.1961306707031,"[81, 72, 80, 78, 76, 73, 62, 66, 83, 36]"
3339,36,3.808262749863282,"[36, 27, 54, 72, 76, 68, 34, 83, 89, 87]"
19004,29,1.3315094782449477,"[29, 81, 72, 83, 93, 89, 76, 91, 49, 88]"
24702,14,5.209762473754459,"[14, 49, 54, 29, 89, 80, 66, 28, 93, 91]"
18096,89,1.1000401743528707,"[89, 72, 27, 49, 100, 83, 76, 93, 98, 14]"
951,29,6.758553239005205,"[29, 89, 81, 72, 25, 83, 93, 45, 2, 97]"
1505,50,2.697029538337732,"[50, 91, 81, 27, 89, 76, 94, 88, 86, 10]"
8136,96,4.556722699387388,"[96, 44, 29, 76, 50, 15, 72, 99, 22, 32]"
21680,81,2.748032954890478,"[81, 83, 50, 98, 72, 89, 36, 76, 100, 78]"
488,65,4.429473554648089,"[65, 49, 61, 14, 42, 12, 11, 81, 34, 2]"
9716,89,3.2756731855749432,"[89, 50, 72, 93, 83, 88, 65, 76, 14, 46]"
8987,81,7.541323422343559,"[81, 89, 40, 10, 64, 76, 87, 30, 45, 67]"
6939,38,3.4544502247356013,"[38, 70, 30, 28, 64, 77, 63, 72, 96, 88]"
8550,21,5.838969705249222,"[21, 39, 49, 32, 42, 53, 69, 11, 47, 56]"
933,36,3.525251193058235,"[36, 49, 98, 83, 72, 89, 61, 80, 62, 48]"
22247,35,5.4550199917171085,"[35, 31, 69, 76, 11, 73, 42, 93, 70, 26]"
18075,18,-1.4649432407903646,"[18, 8, 86, 44, 94, 60, 19, 89, 15, 95]"
2027,29,6.5585680373071185,"[29, 56, 72, 49, 61, 52, 68, 41, 84, 75]"
13286,3,4.333548124414972,"[3, 89, 91, 75, 72, 83, 86, 82, 90, 62]"
18851,36,7.0579533288526815,"[36, 1, 81, 69, 49, 2, 68, 88, 93, 89]"
19156,76,1.2787744324799244,"[76, 26, 73, 100, 51, 5, 13, 82, 84, 43]"
6869,28,5.132558165016898,"[28, 69, 97, 10, 6, 34, 56, 59, 46, 43]"
6876,50,4.162306774382835,"[50, 7, 48, 21, 1, 63, 68, 42, 64, 95]"
17854,27,7.330457095840721,"[27, 14, 89, 31, 34, 47, 56, 26, 78, 81]"
17489,80,3.140311138948765,"[80, 78, 73, 83, 72, 79, 76, 65, 77, 89]"
2233,89,6.323526821936991,"[89, 93, 68, 97, 11, 32, 78, 90, 94, 72]"
3560,36,5.899301910471921,"[36, 29, 69, 11, 21, 23, 9, 72, 83, 88]"
5140,56,6.108259383167267,"[56, 89, 72, 19, 83, 93, 12, 35, 22, 99]"
12012,78,5.157780437475393,"[78, 22, 17, 70, 89, 49, 36, 26, 54, 92]"
6402,83,1.2168622328417251,"[83, 89, 72, 50, 100, 76, 21, 78, 93, 81]"
3895,83,2.246710606089855,"[83, 54, 32, 53, 72, 89, 27, 78, 100, 76]"
19465,33,-2.7818767316173125,"[33, 10, 82, 68, 49, 16, 62, 72, 11, 77]"
6862,83,7.914458866295522,"[83, 14, 12, 80, 6, 81, 56, 47, 66, 48]"
10797,83,6.003398606694091,"[83, 62, 65, 72, 89, 47, 49, 93, 100, 54]"
23055,92,4.359060590437853,"[92, 12, 98, 9, 6, 38, 40, 90, 25, 85]"
18464,29,1.962343572339303,"[29, 81, 31, 72, 38, 87, 98, 83, 91, 89]"
16059,3,7.481067571169916,"[3, 22, 24, 57, 67, 100, 55, 81, 82, 91]"
7144,26,7.912929945864951,"[26, 22, 46, 62, 89, 28, 6, 63, 56, 29]"
8501,31,7.675653455591609,"[31, 29, 56, 11, 26, 39, 2, 7, 1, 83]"
12149,2,5.001433138903496,"[2, 85, 76, 72, 52, 81, 1, 93, 96, 87]"
23814,50,6.55711421239012,"[50, 65, 14, 54, 81, 32, 34, 83, 68, 25]"
16551,99,7.57403179048128,"[99, 85, 68, 65, 54, 70, 36, 34, 6, 45]"
24476,36,4.479019167502859,"[36, 46, 81, 7, 47, 63, 67, 76, 6, 99]"
1748,22,4.55583931640614,"[22, 32, 62, 100, 83, 89, 25, 72, 53, 46]"
1375,91,6.011018439464447,"[91, 93, 62, 88, 94, 96, 77, 76, 80, 72]"
24287,65,3.9118762618569316,"[65, 29, 50, 35, 81, 32, 91, 89, 100, 83]"
6389,89,1.5960724722200679,"[89, 72, 53, 29, 93, 76, 78, 91, 73, 80]"
15614,62,5.713890693077569,"[62, 36, 54, 95, 82, 78, 12, 11, 19, 21]"
2300,27,6.249629419577234,"[27, 29, 53, 72, 69, 83, 80, 66, 89, 73]"
10047,54,5.513612954141358,"[54, 53, 89, 50, 83, 93, 72, 66, 42, 27]"
1203,89,0.20508982599121495,"[89, 96, 97, 95, 91, 93, 92, 62, 90, 99]"
766,96,7.333410114185279,"[96, 86, 55, 10, 66, 99, 42, 6, 22, 63]"
14735,78,3.3339062418172323,"[78, 72, 80, 76, 68, 89, 83, 79, 77, 50]"
24111,21,7.2064443483140765,"[21, 72, 81, 76, 87, 73, 61, 89, 92, 32]"
7594,83,2.905292820174993,"[83, 53, 14, 31, 78, 93, 87, 12, 96, 82]"
5902,45,3.2001553080674148,"[45, 53, 66, 32, 37, 43, 42, 81, 68, 39]"
14686,89,5.171925490485858,"[89, 93, 72, 97, 48, 92, 78, 50, 63, 76]"
13733,89,5.174661307910671,"[89, 53, 81, 48, 93, 72, 91, 97, 88, 83]"
10359,72,5.610438009805058,"[72, 89, 12, 70, 49, 11, 77, 14, 39, 65]"
20659,44,4.360905886586058,"[44, 23, 86, 94, 30, 90, 60, 16, 99, 82]"
21185,27,1.3684087243053433,"[27, 50, 35, 32, 72, 91, 44, 81, 88, 60]"
2660,50,1.7640171555881725,"[50, 94, 89, 1, 29, 72, 86, 88, 11, 97]"
16647,29,2.5180372709834913,"[29, 50, 76, 98, 72, 89, 69, 83, 66, 93]"
11299,80,9.179022349817545,"[80, 73, 72, 69, 89, 28, 78, 93, 47, 100]"
450,49,6.878165748778557,"[49, 68, 83, 54, 78, 77, 48, 14, 47, 12]"
22029,94,10.0,"[94, 3, 73, 60, 30, 23, 59, 41, 100, 83]"
23991,50,7.226842109335912,"[50, 68, 89, 12, 46, 72, 83, 93, 39, 88]"
4157,27,2.8685274661964595,"[27, 35, 66, 76, 31, 68, 72, 21, 18, 49]"
7926,83,1.4030736826707204,"[83, 8, 81, 54, 89, 42, 3, 68, 100, 72]"
2359,69,2.6198413908050253,"[69, 11, 12, 8, 45, 34, 72, 78, 15, 76]"
23183,89,4.8544415231724845,"[89, 78, 72, 93, 77, 66, 32, 36, 76, 88]"
11178,54,3.2044458530139903,"[54, 69, 68, 72, 76, 93, 34, 12, 22, 80]"
24198,72,3.0843401055648667,"[72, 92, 97, 71, 87, 43, 28, 20, 32, 42]"
1683,50,6.580148111958707,"[50, 61, 21, 11, 89, 91, 73, 53, 93, 78]"
22438,89,4.681517848114444,"[89, 65, 83, 72, 93, 19, 76, 78, 48, 81]"
22318,65,6.514364230368691,"[65, 39, 12, 72, 56, 83, 14, 89, 34, 31]"
1445,76,1.4563827387493973,"[76, 47, 62, 54, 91, 88, 96, 66, 85, 3]"
1682,89,4.969076604466001,"[89, 94, 84, 60, 82, 63, 96, 72, 64, 48]"
22924,50,3.928956712049167,"[50, 53, 32, 89, 88, 94, 96, 48, 12, 92]"
22071,29,10.0,"[29, 21, 32, 56, 83, 61, 76, 85, 8, 22]"
14220,50,2.110257909330893,"[50, 29, 62, 35, 89, 19, 88, 23, 53, 94]"
8158,50,3.1642942282502995,"[50, 81, 53, 83, 35, 36, 46, 72, 87, 91]"
12428,89,2.120415700914022,"[89, 91, 76, 72, 96, 93, 97, 94, 34, 29]"
3880,89,4.924896088215591,"[89, 88, 50, 27, 35, 69, 29, 81, 78, 96]"
16278,83,4.196150587382084,"[83, 76, 91, 89, 88, 86, 36, 35, 97, 54]"
18582,98,0.08579161446214656,"[98, 77, 78, 65, 97, 50, 32, 82, 35, 49]"
7982,3,1.7061555763838285,"[3, 76, 29, 78, 1, 72, 85, 17, 79, 64]"
23962,10,8.580714716655724,"[10, 70, 48, 39, 59, 56, 21, 45, 28, 89]"
1904,80,4.155236645027796,"[80, 94, 87, 35, 49, 53, 45, 34, 59, 46]"
13932,32,3.785376708383657,"[32, 89, 78, 83, 72, 76, 50, 54, 84, 77]"
20326,89,6.470783267368343,"[89, 32, 83, 93, 72, 49, 61, 97, 91, 78]"
10576,89,6.901675941838495,"[89, 93, 83, 6, 28, 97, 26, 70, 80, 100]"
21294,89,4.3411274023934245,"[89, 36, 72, 93, 66, 76, 78, 88, 38, 83]"
572,29,3.750362697974315,"[29, 91, 89, 48, 97, 93, 94, 88, 81, 83]"
2087,89,8.729344449605499,"[89, 97, 49, 100, 73, 32, 23, 70, 25, 34]"
18129,86,2.9852218978430884,"[86, 71, 90, 84, 94, 96, 91, 89, 95, 97]"
22195,35,-1.0007522368419421,"[35, 83, 89, 72, 98, 81, 32, 95, 88, 93]"
19313,73,8.302722787146044,"[73, 28, 80, 49, 11, 19, 69, 82, 35, 34]"
20511,93,5.690016645662846,"[93, 88, 83, 86, 27, 95, 73, 36, 1, 62]"
18173,7,3.5058693728235872,"[7, 100, 3, 51, 78, 52, 73, 8, 75, 64]"
7798,3,-1.0750976790202724,"[3, 54, 67, 100, 1, 56, 88, 37, 20]"
19494,36,-1.6785911578852546,"[36, 22, 68, 70, 62, 24, 5, 17, 57, 28]"
19504,21,9.08835595393537,"[21, 12, 25, 40, 34, 68, 64, 43, 83, 89]"
5182,50,3.397772874219293,"[50, 100, 81, 60, 10, 21, 88, 56, 91, 46]"
1510,100,6.228559667327498,"[100, 72, 39, 80, 73, 76, 56, 87, 75, 25]"
8088,72,0.9436581093090685,"[72, 65, 76, 21, 26, 68, 53, 47, 62, 80]"
4056,72,8.322630001184363,"[72, 34, 27, 61, 6, 77, 32, 97, 92, 47]"
1276,36,2.027274987240272,"[36, 16, 91, 61, 66, 53, 10, 62, 93, 85]"
608,50,3.7668702125158804,"[50, 54, 83, 35, 81, 22, 72, 61, 36, 5]"
6818,94,3.1780118899059846,"[94, 10, 73, 77, 78, 3, 41, 31, 55, 90]"
13751,27,1.3429145578780168,"[27, 55, 22, 43, 52, 89, 86, 62, 83, 30]"
5219,6,8.845938056042403,"[6, 80, 70, 21, 39, 100, 83, 73, 98, 89]"
16783,65,1.2136591321265242,"[65, 72, 83, 98, 31, 87, 11, 81, 76, 80]"
3282,29,2.1956878674459137,"[29, 66, 83, 72, 81, 98, 80, 76, 61, 70]"
1115,29,-0.2303220575713152,"[29, 50, 22, 27, 1, 72, 42, 83, 14, 17]"
21075,27,8.81498562161611,"[27, 65, 73, 78, 34, 85, 89, 36, 69, 47]"
24927,29,2.8123151116885388,"[29, 91, 81, 94, 38, 32, 8, 69, 100, 97]"
770,86,5.280085272406145,"[86, 35, 18, 91, 53, 97, 89, 22, 69, 7]"
9734,8,3.9885482104609613,"[8, 2, 29, 41, 22, 48, 35, 13, 71, 37]"
3849,32,6.34276621647137,"[32, 66, 89, 56, 93, 42, 81, 91, 76, 72]"
12593,89,2.434210628477935,"[89, 93, 69, 66, 35, 91, 96, 76, 48, 27]"
10069,100,-0.46392661461348206,"[100, 83, 31, 3, 65, 7, 22, 48, 78, 94]"
22829,50,4.585951775123261,"[50, 72, 32, 21, 11, 98, 31, 73, 75, 14]"
15714,54,5.865799850544031,"[54, 50, 36, 89, 47, 72, 93, 76, 83, 6]"
1282,89,8.778274645070614,"[89, 54, 62, 14, 12, 35, 26, 61, 97, 27]"
17150,76,0.2711297081031303,"[76, 72, 5, 78, 80, 83, 92, 73, 87, 93]"
12852,86,3.333789077034626,"[86, 76, 44, 18, 66, 60, 8, 45, 37, 17]"
24257,29,3.10216036541679,"[29, 89, 93, 72, 62, 97, 66, 88, 95, 91]"
22473,27,3.8175987553542905,"[27, 50, 83, 47, 80, 66, 7, 61, 71, 85]"
13986,36,4.394610044264409,"[36, 66, 6, 80, 26, 2, 88, 77, 70, 38]"
8500,83,-1.7738409586759365,"[83, 98, 78, 100, 72, 52, 75, 27, 73, 76]"
24688,27,6.142079995877486,"[27, 35, 70, 48, 19, 72, 34, 42, 89, 93]"
19253,73,8.060356046413334,"[73, 11, 72, 85, 30, 91, 88, 51, 42, 3]"
1898,83,5.0549121481400086,"[83, 100, 69, 11, 76, 72, 6, 12, 89, 73]"
8930,8,2.714314273558342,"[8, 62, 49, 68, 19, 65, 72, 1, 21, 48]"
13875,89,9.0118908791234,"[89, 80, 93, 83, 85, 72, 100, 73, 81, 6]"
21933,72,2.9551185775736593,"[72, 34, 70, 76, 83, 54, 39, 25, 26, 36]"
15310,21,7.192561370452075,"[21, 28, 83, 85, 27, 78, 39, 90, 35, 80]"
1547,83,4.1883650580755845,"[83, 81, 76, 72, 91, 96, 97, 93, 87, 89]"
21129,50,3.6189967006794137,"[50, 65, 89, 72, 27, 14, 34, 76, 93, 12]"
7029,32,5.335287583736582,"[32, 65, 81, 72, 12, 42, 26, 93, 88, 14]"
1226,69,1.138891196859606,"[69, 35, 72, 93, 6, 76, 84, 86, 60, 96]"
7155,89,2.765153272602649,"[89, 29, 83, 11, 72, 91, 81, 14, 56, 88]"
13271,9,7.586390543078533,"[9, 97, 89, 91, 46, 88, 1, 48, 45, 61]"
5595,68,7.58386814580615,"[68, 53, 89, 93, 72, 27, 92, 76, 83, 77]"
23536,100,3.6011305437612626,"[100, 98, 21, 80, 83, 81, 36, 73, 78, 85]"
6340,23,3.8141418028949503,"[23, 93, 68, 28, 38, 24, 99, 35, 50, 12]"
5464,27,4.985765134667709,"[27, 31, 50, 29, 35, 72, 78, 49, 6, 42]"
14724,50,6.193955226138929,"[50, 32, 81, 21, 61, 29, 26, 89, 83, 66]"
18963,70,6.480619976985005,"[70, 92, 77, 89, 80, 96, 73, 93, 72, 76]"
8924,80,1.9069880871903868,"[80, 72, 50, 73, 79, 76, 78, 68, 81, 83]"
172,22,2.962675695118825,"[22, 97, 86, 37, 94, 59, 90, 28, 35, 96]"
4558,83,2.5270543824648337,"[83, 35, 72, 21, 100, 11, 81, 98, 80, 78]"
4370,94,2.8527331257317714,"[94, 86, 96, 91, 89, 93, 90, 97, 92, 82]"
10859,10,3.6630167211619566,"[10, 22, 54, 38, 89, 23, 46, 49, 1, 21]"
13300,78,4.879087715032011,"[78, 77, 80, 73, 92, 96, 89, 88, 68, 28]"
15165,80,2.4871986705926856,"[80, 78, 50, 73, 21, 76, 61, 19, 22, 93]"
